fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc_%,SApM,Str_Def_%,TD_Avg,TD_Acc_%,TD_Def_%,Sub_Avg
Roosevelt Roberts,188,70,185,Orthodox,"Feb 11, 1994",3.03,49,2.27,52,1.75,53,58,1.1
Kenny Robertson,178,77,188,Orthodox,"Feb 14, 1984",3.72,47,3.02,52,1.37,26,57,0.8
Gillian Robertson,165,57,160,Orthodox,"May 17, 1995",2.05,51,2.1,51,2.64,46,0,0.9
Alvin Robinson,175,70,173,Southpaw,"Jul 16, 1982",1.57,50,1.29,51,1.24,50,25,1.2
Damonte Robinson,183,70,196,Orthodox,"Jun 10, 1995",0,0,0,0,0,0,0,0
Vagner Rocha,178,70,185,Orthodox,"Jun 06, 1982",2.64,42,4.5,48,1.4,33,50,1.9
Carlos Eduardo Rocha,178,77,185,Orthodox,"Jul 12, 1981",1.24,34,1.85,55,0,0,52,1.4
Luke Rockhold,190,93,196,Southpaw,"Oct 17, 1984",4.18,48,2.43,56,0.67,30,68,1.1
Gregory Rodrigues,190,84,190,Orthodox,"Feb 17, 1992",6.04,56,7.77,52,0,0,0,0
Yair Rodriguez,180,66,180,Orthodox,"Oct 06, 1992",4.33,45,3.13,57,0.9,29,63,0.9
Marina Rodriguez,168,52,165,Orthodox,"Apr 29, 1987",4.86,50,3.16,53,0.36,33,59,0.2
Daniel Rodriguez,185,77,188,Southpaw,"Dec 31, 1986",7.68,46,6.12,57,1.34,62,90,0.3
Mike Rodriguez,193,93,208,Southpaw,"Nov 28, 1988",4.61,59,3.39,40,0,0,41,0
Ray Rodriguez,170,61,178,Orthodox,"Dec 10, 1987",0.9,27,3.89,40,1.42,50,44,0
Luis Rodriguez,168,57,165,Orthodox,"May 07, 1999",1.27,37,3.2,54,2,50,100,2
Drako Rodriguez,173,61,175,Orthodox,"Jun 16, 1996",2.57,35,2.57,26,2.75,100,0,2.8
Victor Rodriguez,165,61,170,Switch,"Sep 05, 1992",2.17,46,6.14,50,0,0,0,0
Brett Rogers,196,120,206,Orthodox,"Feb 17, 1981",3.17,44,3.2,46,0,0,58,0
Max Rohskopf,185,70,180,Orthodox,"Sep 27, 1994",1.7,31,5.8,42,3,33,0,1.5
Marcos Rogerio de Lima,185,120,190,Orthodox,"Jun 25, 1985",3.78,54,2.53,54,0.71,60,43,0.7
Marcelo Rojo,173,66,180,Orthodox,"Jul 02, 1988",5.1,36,7.3,51,1.03,50,100,0
Shane Roller,178,70,183,Orthodox,"Jul 14, 1979",2.04,34,2.65,60,2.46,33,42,1.9
Alexandr Romanov,188,120,190,Southpaw,"Dec 11, 1990",4.31,39,1.76,43,6.35,66,0,3.2
Ricardo Romero,183,93,193,Orthodox,"Apr 15, 1978",2.17,55,4.77,46,1.63,10,100,3.3
Yoel Romero,183,84,185,Southpaw,"Apr 30, 1977",3.44,49,3.05,60,1.57,30,78,0
Anthony Romero,180,70,178,Orthodox,"Feb 25, 1997",5.87,52,4,65,2,22,100,0
Mara Romero Borella,168,57,175,Orthodox,"Jun 03, 1986",2.54,37,2.48,71,1.83,44,66,0.2
Jesse Ronson,178,77,178,Southpaw,"Dec 24, 1985",3.54,49,2.99,59,0.63,40,61,0.6
George Roop,185,61,183,Orthodox,"Nov 10, 1981",3.43,34,2.47,60,1.05,57,59,0.1
Aaron Rosa,193,93,196,Orthodox,"May 28, 1983",4.03,47,4.41,45,0.36,33,85,0.4
Charles Rosa,175,66,175,Switch,"Aug 24, 1986",3.11,37,3.78,48,1.76,32,40,1
Karol Rosa,165,61,170,Orthodox,"Dec 30, 1994",7.73,52,5.51,48,2,60,90,0
Hilarie Rose,160,52,160,Orthodox,"Nov 11, 1992",2.33,33,6.13,44,0,0,100,0
Jared Rosholt,188,120,190,Orthodox,"Aug 04, 1986",2.08,46,1.52,59,1.83,41,66,0.1
Ben Rothwell,193,120,198,Orthodox,"Oct 17, 1981",3.55,41,4.57,46,0.63,33,69,0.3
Khalil Rountree Jr.,185,93,193,Southpaw,"Feb 26, 1990",3.06,38,3.63,49,0,0,50,0.2
Ronda Rousey,170,61,168,Orthodox,"Feb 01, 1987",4.17,52,4.14,44,6.26,68,50,4.8
Philip Rowe,190,77,203,Orthodox,"Jul 18, 1990",4.99,60,5.34,51,1.19,33,25,0
Brandon Royval,175,57,173,Southpaw,"Aug 16, 1992",3.77,46,2.88,47,0.79,100,53,2.4
Jairzinho Rozenstruik,193,120,198,Orthodox,"Mar 17, 1988",3.14,48,3.48,39,0,0,80,0
Mauricio Rua,185,93,193,Orthodox,"Nov 25, 1981",3.57,50,2.71,54,2.12,48,47,0.8
Mike Russow,185,120,185,Orthodox,"Sep 11, 1976",1.55,47,2.9,59,4.66,43,0,0.7
Danny Sabatello,178,61,180,Orthodox,"Mar 31, 1993",2.07,57,0.2,25,3,75,100,1
Patrick Sabatini,173,66,178,Orthodox,"Nov 09, 1990",0,0,0,0,0,0,0,0
Amir Sadollah,178,77,190,Orthodox,"Aug 27, 1980",4.71,46,3.55,60,0.57,27,60,0.3
Saparbeg Safarov,185,84,198,Orthodox,"Oct 14, 1986",4.03,48,2.96,47,2.52,41,33,0
Frankie Saenz,168,61,168,Orthodox,"Aug 12, 1980",3.94,47,3.5,52,1.74,31,61,0.1
Jason Saggo,180,70,180,Orthodox,"Nov 23, 1985",2.5,39,2.94,52,2.33,40,23,0
Tarec Saffiedine,178,77,178,Switch,"Sep 06, 1986",4.05,47,3.06,62,0.52,36,84,0.1
Lukasz Sajewski,173,70,180,Orthodox,"Nov 27, 1990",2.06,35,3.88,57,1.01,25,66,0
Ovince Saint Preux,190,93,203,Southpaw,"Apr 08, 1983",2.68,46,3.03,45,1.19,40,66,0.6
Augusto Sakai,190,120,196,Orthodox,"May 09, 1991",5.32,48,4.02,50,0.15,50,66,0
Gokhan Saki,183,93,185,Orthodox,"Oct 19, 1983",7.09,58,4.57,53,0,0,100,0
Alessio Sakara,183,84,183,Orthodox,"Sep 02, 1981",3.96,47,2.8,59,2.18,78,62,0
Justin Salas,173,70,178,Southpaw,"Mar 13, 1982",3.42,43,2.96,68,2.43,20,0,0
Luis Saldana,180,66,185,Orthodox,"Jan 27, 1991",7.17,59,1.21,78,0,0,0,0
Muslim Salikhov,180,77,178,Orthodox,"Jun 09, 1984",2.85,46,2.29,67,0.87,30,80,0
Boston Salmon,175,61,175,Southpaw,"Nov 20, 1990",4.13,37,7.75,59,0,0,100,0
John Salter,185,84,188,Southpaw,"Mar 21, 1985",1.68,32,1.68,68,2.85,46,66,0.5
Josh Samman,190,84,201,Orthodox,"Mar 14, 1988",2.08,52,2.47,34,1.09,33,33,0.4
Josh Sampo,163,57,163,Orthodox,"Jul 24, 1984",1.99,36,2.96,55,1.06,33,40,2.1
Eddie Sanchez,188,120,188,Orthodox,"Nov 04, 1982",3.45,43,3.3,43,1.13,26,42,0
Diego Sanchez,178,77,183,Southpaw,"Dec 31, 1981",2.69,37,3.02,56,1.51,24,46,0.8
Joby Sanchez,168,61,173,Orthodox,"Jun 24, 1991",3.22,36,2.82,63,0.95,71,51,0.4
Emmanuel Sanchez,175,66,180,Orthodox,"Aug 11, 1990",4.45,35,4.17,55,0.25,6,16,0.5
Andrew Sanchez,185,84,188,Orthodox,"Apr 08, 1988",4.48,42,5.05,51,1.92,31,100,0
Robert Sanchez,168,57,168,Orthodox,"Mar 05, 1986",0.96,40,1.78,46,3.61,62,50,0.7
Jerrod Sanders,173,61,183,Orthodox,"Oct 01, 1979",0.88,64,1.14,46,2.2,33,50,1.6
Cory Sandhagen,180,61,178,Switch,"Apr 20, 1992",6.85,48,3.89,59,1.07,50,30,0.5
Luke Sanders,168,61,170,Southpaw,"Dec 12, 1985",6.21,51,4.11,53,0.31,20,66,0.3
Hector Sandoval,157,57,163,Orthodox,"Jul 19, 1986",3.31,52,2.33,65,3.49,25,71,1.4
Duda Santana,170,66,185,Orthodox,"Jan 10, 1996",6.01,39,2.72,73,6.44,60,0,0
Mike Santiago,178,66,175,Orthodox,"Jul 28, 1989",3.44,49,3.58,36,2.66,50,53,1.1
Shaheen Santana,185,70,190,Orthodox,"Jun 04, 1991",0.82,42,1.65,40,0,0,0,2.8
Jorge Santiago,185,77,190,Orthodox,"Oct 09, 1980",1.69,35,2.62,56,0.58,30,52,0.8
Richie Santiago,170,61,170,Southpaw,"Oct 10, 1992",3.87,49,4.87,42,0,0,25,0
Iliarde Santos,165,57,170,Orthodox,"Sep 25, 1980",3,30,6.1,57,1.66,23,83,0
Thiago Santos,188,93,193,Orthodox,"Jan 07, 1984",4.27,48,2.33,55,0.7,38,66,0.1
Evangelista Santos,178,77,193,Orthodox,"Dec 12, 1977",3.94,36,6.01,49,0.78,100,50,0.4
Leonardo Santos,183,70,190,Orthodox,"Feb 05, 1980",2.65,44,2.77,58,1.07,29,89,0.3
Taila Santos,168,57,173,Orthodox,"Jun 22, 1993",3.52,48,2.22,59,2,80,85,1
Daniel Sarafian,175,84,185,Orthodox,"Aug 21, 1982",2.23,46,3.1,58,0.36,7,53,0.7
Yuta Sasaki,178,57,180,Southpaw,"Oct 07, 1989",2.16,41,2.5,50,3.03,43,41,1.2
Paul Sass,183,70,185,Orthodox,"Aug 04, 1988",0.53,26,1.9,51,0.53,16,33,7.4
Takashi Sato,178,77,185,Southpaw,"Jun 09, 1990",3.16,37,4.81,50,0.53,50,75,0
Ben Saunders,188,77,196,Orthodox,"Apr 13, 1983",3.23,50,3.58,51,0.2,40,66,1.3
Matt Sayles,170,66,173,Orthodox,"Feb 21, 1994",5.44,42,3.13,61,0,0,81,0.4
Eric Schafer,190,84,193,Orthodox,"Sep 20, 1977",1.89,34,3.38,56,1.81,36,50,1.8
Brendan Schaub,193,120,198,Orthodox,"Mar 18, 1983",2.92,37,2.22,57,2.32,46,72,0.4
Matt Schnell,173,57,178,Orthodox,"Jan 15, 1990",4.2,36,4.02,62,0.48,33,53,1.2
Justin Scoggins,170,57,168,Southpaw,"May 02, 1992",3.56,51,2.16,55,3.42,63,82,0.5
Brad Scott,185,77,193,Orthodox,"Jun 24, 1989",3.52,41,4.31,57,0.32,15,63,0.7
Neil Seery,163,57,163,Orthodox,"Aug 30, 1979",3.56,41,3.79,58,0.78,27,53,1.6
Stefan Sekulic,183,77,190,Southpaw,"Feb 12, 1992",1.47,37,2.4,57,1,20,33,0
Pete Sell,180,77,190,Orthodox,"Aug 05, 1982",2.6,42,3.65,51,0.91,21,47,0.9
Matthew Semelsberger,185,77,190,Switch,"Nov 23, 1992",7.93,50,5.31,56,1.97,100,100,1
Mackens Semerzier,175,66,183,Orthodox,"Nov 03, 1980",2.91,45,3.48,46,2.14,50,50,2.1
Alex Serdyukov,188,77,188,Orthodox,"May 24, 1980",4.94,48,3.1,46,1.84,55,67,1.8
Fredy Serrano,160,57,165,Orthodox,"Sep 22, 1979",1.58,26,1.89,61,2.84,25,84,0
Matt Serra,168,77,173,Orthodox,"Jun 02, 1974",1.98,39,2.64,46,2.05,20,38,0.9
Leon Shahbazyan,193,77,188,Orthodox,"Nov 18, 1995",6.33,52,8.18,32,1.46,50,0,0
Edmen Shahbazyan,188,84,188,Orthodox,"Nov 20, 1997",3.85,51,4.31,49,4.44,40,58,0.5
Liliya Shakirova,163,57,165,Orthodox,"Oct 24, 1991",2.7,30,2.58,74,0,0,0,0
Kamal Shalorus,173,70,173,Orthodox,"Aug 27, 1972",3.06,32,2.99,70,2.07,50,80,0
Ken Shamrock,185,93,183,Orthodox,"Feb 11, 1964",1.47,46,4.3,39,0.94,60,44,2.5
Eric Shelton,168,57,173,Orthodox,"Feb 02, 1991",2.57,42,1.88,63,2.83,51,46,0.2
Chase Sherman,193,120,198,Orthodox,"Nov 16, 1989",6.02,45,5.55,52,0,0,77,0
Sean Sherk,168,70,170,Orthodox,"Aug 05, 1973",2.17,35,2.71,55,4.09,46,56,0.4
Antonina Shevchenko,173,57,170,Southpaw,"Nov 20, 1984",4.09,56,2.51,54,0.65,60,56,0.7
Henrique Shiguemoto,180,84,183,Orthodox,"Jun 22, 1989",3.6,33,6,16,0,0,50,0
Valentina Shevchenko,165,57,168,Southpaw,"Mar 07, 1988",2.98,50,2.03,62,2.21,58,75,0.3
Jake Shields,183,77,183,Orthodox,"Jan 09, 1979",2.45,36,1.8,56,2.83,29,35,1.2
Jack Shore,173,61,180,Orthodox,"Feb 06, 1995",3.69,54,0.59,76,5.16,46,0,1.5
Ivan Shtyrkov,183,93,188,Orthodox,"Jun 09, 1988",0,0,0,0,0,0,0,0
Sam Sicilia,173,66,170,Orthodox,"Feb 01, 1986",2.46,33,3.55,59,1.45,43,70,0.9
Steven Siler,180,66,178,Orthodox,"Feb 15, 1987",3.21,41,2.96,54,0.47,21,55,1.6
Thiago Silva,188,93,188,Orthodox,"Nov 12, 1982",3.92,50,2.55,67,1.03,47,70,0.7
Anderson Silva,188,84,196,Southpaw,"Apr 14, 1975",3.05,61,2.05,60,0.5,77,69,0.8
Wanderlei Silva,180,93,188,Orthodox,"Jul 03, 1976",2.79,40,2.19,60,0.97,53,62,0.6
Leandro Silva,175,70,183,Orthodox,"Nov 11, 1985",2.39,48,2.08,63,1.76,37,65,0.4
Claudio Silva,180,77,180,Southpaw,"Sep 06, 1982",3.14,42,3.12,43,3.01,28,66,1.6
Antonio Silva,193,120,208,Orthodox,"Sep 14, 1979",2.89,45,3.09,50,0.82,29,66,0.8
Erick Silva,183,77,188,Orthodox,"Jun 21, 1984",2.5,48,4.18,49,0.85,35,56,1.4
Joaquim Silva,173,70,175,Southpaw,"Feb 05, 1989",3.92,37,4.43,56,0.24,50,64,0.7
Felipe Silva,183,70,196,Orthodox,"May 08, 1984",5.4,50,1.8,59,1,100,71,0
Jacob Silva,165,57,170,Orthodox,"Feb 23, 1988",4.17,44,4.92,56,1.51,100,66,0
Gabriel Silva,168,61,180,Orthodox,"Aug 26, 1994",1.3,34,3.47,45,1.5,25,38,0.5
Douglas Silva de Andrade,170,66,173,Orthodox,"Jun 22, 1985",3.77,38,4.26,58,0.7,50,66,0
Jamey Simmons,168,66,178,Orthodox,"Sep 11, 1992",0.52,50,2.08,50,0,0,100,0
Elias Silverio,180,70,185,Orthodox,"Sep 22, 1986",3.67,49,2.97,51,1.62,38,85,0.2
Aaron Simpson,183,77,185,Orthodox,"Jul 20, 1974",3.6,52,2.53,56,3.78,34,83,0.5
Ricky Simon,168,61,175,Orthodox,"Aug 31, 1992",3.08,42,3.13,64,6.93,54,72,0.4
Tony Sims,180,70,178,Southpaw,"Oct 14, 1985",1.81,63,0.76,65,0.71,50,50,0.7
Everett Sims,196,120,196,Southpaw,"Sep 04, 1988",0.81,66,2.19,30,0,0,42,1.2
Elvis Sinosic,190,93,196,Orthodox,"Feb 13, 1971",1.13,37,4.6,53,0,0,0,1.2
Rory Singer,188,84,196,Orthodox,"May 28, 1976",2.55,39,2.42,63,0.39,25,64,0.8
Dennis Siver,168,66,178,Orthodox,"Jan 13, 1979",3.87,32,2.67,65,0.87,32,65,0.3
Chas Skelly,180,66,183,Orthodox,"May 11, 1985",2.02,40,3.35,48,1.71,34,33,2.4
Scott Smith,183,84,178,Orthodox,"May 21, 1979",1.9,27,5.87,50,0.12,6,58,0.5
Trevor Smith,190,84,190,Orthodox,"Jan 05, 1981",3.29,55,3.31,51,1.7,32,60,0.7
Anthony Smith,193,93,193,Orthodox,"Jul 26, 1988",2.94,46,4.38,42,0.49,28,51,0.7
Colton Smith,183,70,180,Orthodox,"Aug 14, 1987",1.64,41,2.3,51,4.09,36,25,1.4
Devonte Smith,175,70,193,Orthodox,"Jul 30, 1993",5.64,55,2.65,59,0.74,100,100,0.7
Leslie Smith,175,61,168,Orthodox,"Aug 17, 1982",7.56,40,8.41,51,0,0,62,0
Cole Smith,180,61,170,Orthodox,"Apr 05, 1989",1.78,35,1.96,49,1.67,33,45,1.7
Nate Smith,168,57,175,Switch,"Apr 09, 1995",1.28,38,2.04,35,0,0,33,2.3
Dmitrii Smoliakov,188,120,188,Switch,"Aug 05, 1982",1.44,42,3.81,55,0,0,75,0
Louis Smolka,175,61,173,Orthodox,"Jul 16, 1991",4.44,46,3.74,53,1.84,37,31,1.9
Richie Smullen,175,70,173,Orthodox,"Aug 17, 1991",1.98,77,2.26,65,8.49,66,0,0
Devin Smyth,178,77,183,Switch,"Jul 21, 1995",2.6,68,6.73,25,4,26,100,0
Renato Sobral,185,93,190,Orthodox,"Sep 07, 1975",2.23,45,1.53,57,2.48,42,65,2.6
Peter Sobotta,183,77,190,Southpaw,"Jan 11, 1987",2.14,40,2.9,58,1.53,32,77,0.5
Rameau Thierry Sokoudjou,178,93,198,Orthodox,"Apr 18, 1984",2.26,45,2.61,56,1.93,47,78,0.9
Joe Solecki,175,70,178,Orthodox,"Aug 27, 1993",3.62,74,0.93,51,3.31,62,0,1.3
Chael Sonnen,185,93,185,Southpaw,"Apr 03, 1977",3.08,43,1.1,62,3.81,59,66,0.4
Song Kenan,183,77,180,Orthodox,"Mar 10, 1990",4.39,46,4.37,54,0,0,50,0
Song Yadong,173,66,170,Orthodox,"Dec 02, 1997",4.35,42,3.64,57,0.59,75,56,0.4
Jin Soo Son,168,61,175,Orthodox,"Apr 01, 1993",5.1,36,7.63,52,1.5,25,100,0
Punahele Soriano,180,84,183,Southpaw,"Nov 22, 1992",4.46,43,2.86,52,2.6,66,0,0
Dmitry Sosnovskiy,190,120,196,Orthodox,"Jul 06, 1989",2.95,70,2.53,35,3.16,66,100,3.2
Ben Sosoli,183,120,183,Southpaw,"Dec 10, 1989",2.31,31,4.3,47,0,0,0,0
Greg Soto,180,77,185,Orthodox,"Jun 03, 1986",3.21,63,2.61,52,1.49,27,44,1
George Sotiropoulos,178,70,180,Orthodox,"Jul 09, 1977",2.61,27,2.52,67,2.32,31,53,1.6
Krzysztof Soszynski,185,93,196,Open Stance,"Aug 02, 1977",3.37,39,3.13,58,0.52,25,71,1
Joe Soto,168,61,165,Orthodox,"Mar 22, 1987",3.36,41,5.37,67,0.85,21,70,1.9
Andre Soukhamthath,175,61,178,Orthodox,"Oct 23, 1988",2.77,44,4.31,49,1.25,53,58,0.2
Edimilson Souza,183,66,188,Orthodox,"Oct 17, 1984",4.65,44,2.91,58,0,0,50,0
Mario Souza,190,84,201,Orthodox,"Oct 20, 1996",3.4,60,0.93,54,0,0,0,1
Livinha Souza,160,52,160,Orthodox,"Mar 11, 1991",2.06,45,3.38,62,2.4,44,40,1.2
Jacare Souza,185,84,183,Orthodox,"Dec 07, 1979",2.53,46,2.85,62,2.55,39,60,1.4
Ryan Spann,196,93,201,Orthodox,"Aug 24, 1991",3.55,45,3.45,47,1.72,41,60,1.7
Tommy Speer,178,77,180,Orthodox,"Aug 20, 1984",2.56,51,5.12,35,2.02,33,33,0
Sean Spencer,178,77,188,Orthodox,"Jun 25, 1987",4.24,32,4.02,60,0.14,33,68,0
Felicia Spencer,168,66,173,Orthodox,"Nov 29, 1990",3.02,45,5.57,43,0.64,10,14,0.3
Daniel Spitz,201,120,208,Orthodox,"Jul 31, 1990",2.6,35,5.3,46,0.74,66,0,0
Eric Spicely,185,84,185,Orthodox,"Sep 29, 1986",3.71,45,5.72,55,1.31,20,75,1
Serghei Spivac,190,120,198,Orthodox,"Jan 24, 1995",3.58,49,2.84,58,3.7,63,75,0.3
Daniel Spohn,193,93,201,Southpaw,"Oct 12, 1984",2.42,49,1.6,53,0,0,28,2.5
Austin Springer,173,66,180,Orthodox,"May 12, 1987",3.54,57,3.15,41,3.37,40,100,0.8
Georges St-Pierre,180,84,193,Orthodox,"May 19, 1981",3.78,53,1.4,72,4.16,74,83,1.1
Ron Stallings,188,77,190,Southpaw,"Jan 25, 1983",3.22,60,3.26,51,0,0,71,0
Cody Stamann,168,66,163,Orthodox,"Nov 09, 1989",4.14,48,3.18,63,3.03,46,80,0
Brian Stann,185,93,188,Orthodox,"Sep 24, 1980",3.28,42,2.65,59,0.12,12,60,0.3
Josh Stansbury,188,93,188,Orthodox,"Nov 19, 1984",3.22,54,3.54,54,0,0,87,1
Kalib Starnes,190,84,188,Orthodox,"Jan 06, 1975",2.71,48,4.43,53,1.46,33,25,0.6
Clifford Starks,183,84,198,Orthodox,"Apr 25, 1981",1.94,33,2.49,58,1.94,100,60,0
Damian Stasiak,165,61,178,Orthodox,"Feb 20, 1990",1.86,36,3.1,52,2.64,35,43,0.6
Laureano Staropoli,185,77,180,Orthodox,"Feb 27, 1993",4.4,34,4.58,53,0.25,20,57,0
Ricky Steele,175,61,188,Orthodox,"May 26, 1988",4.07,70,2.93,50,0,0,91,0
Dominique Steele,178,77,188,Orthodox,"Jan 27, 1988",2.32,49,2.42,50,2.95,42,76,0
Steve Steinbeiss,190,84,190,Orthodox,"May 05, 1981",3.92,55,1.86,49,0.44,50,58,0
Aljamain Sterling,170,61,180,Orthodox,"Jul 31, 1989",4.84,49,2.2,63,1.77,24,41,0.9
Jeremy Stephens,175,66,180,Orthodox,"May 25, 1986",3.18,40,3.06,58,1.16,38,65,0.4
Joe Stevenson,170,66,178,Orthodox,"Jun 15, 1982",2.05,44,2.44,60,2.75,44,39,2.2
Maia Stevenson,163,52,157,Orthodox,"Mar 19, 1982",1.57,54,3.13,33,3.91,100,50,0
Darren Stewart,183,84,188,Orthodox,"Dec 30, 1990",3.09,44,3.09,50,1.5,40,65,0.1
Kyle Stewart,183,77,193,Orthodox,"Jan 31, 1989",1.41,35,2.42,43,1.32,20,60,0
Lazar Stojadinovic,170,66,173,Southpaw,"Mar 22, 1989",1.82,29,1.97,59,0,0,0,0
Julija Stoliarenko,170,61,168,Orthodox,"Apr 08, 1993",2.1,34,3.87,50,0,0,66,0.5
Dustin Stoltzfus,183,84,190,Orthodox,"Nov 15, 1991",2.48,57,3.93,48,0.78,12,62,0.8
Niklas Stolze,185,77,188,Switch,"Dec 28, 1992",2,41,1.93,56,1,100,66,0
Ken Stone,173,61,180,Southpaw,"Oct 08, 1982",3.85,49,2.9,48,1.24,33,60,0.6
Darko Stosic,183,93,193,Orthodox,"Feb 09, 1992",2.61,45,4.04,58,3.42,50,83,0
Rick Story,175,77,180,Southpaw,"Aug 28, 1984",3.8,41,2.17,62,2.53,48,63,0.9
Sam Stout,175,70,178,Orthodox,"Apr 23, 1984",4.17,28,4.08,57,0.63,38,77,0.1
Jesse Strader,170,61,178,Orthodox,"May 29, 1991",7.12,56,7.63,42,0,0,0,0
Daniel Straus,170,66,180,Orthodox,"Jul 27, 1984",4.76,43,2.99,57,0.84,15,81,1.1
Sean Strickland,185,84,193,Orthodox,"Feb 27, 1991",5.09,38,3.77,66,1.26,60,81,0.4
Mark Striegl,173,61,178,Southpaw,"Jun 23, 1988",3.53,42,21.18,25,0,0,0,0
Stefan Struve,211,120,213,Orthodox,"Feb 18, 1988",3.12,47,4.04,46,0.56,46,55,1.7
Tatiana Suarez,165,52,168,Southpaw,"Dec 19, 1990",4.82,65,1.45,48,6.47,62,100,0.6
Justin Sumter,188,84,203,Southpaw,"Nov 16, 1989",2.68,48,7.64,34,2.87,100,0,0
George Sullivan,183,77,185,Orthodox,"Mar 13, 1981",3.53,39,2.42,57,1.37,20,38,0.7
Daniel Swain,175,66,178,Orthodox,"Jan 30, 1991",0.8,44,3.2,40,0,0,0,6
Cub Swanson,173,66,178,Orthodox,"Nov 02, 1983",4.64,50,3.64,60,1.09,51,60,0.5
Kevin Syler,175,70,180,Switch,"Jul 29, 1993",5.6,69,4.03,48,1,40,77,2
Mike Swick,185,77,196,Orthodox,"Jun 19, 1979",2.36,37,2.29,54,1.06,50,61,0.6
Tim Sylvia,203,120,203,Orthodox,"Mar 05, 1976",4.23,41,2.61,61,0.11,100,75,0.1
Justin Tafa,183,120,188,Southpaw,"Dec 13, 1993",5.33,59,4.6,46,0,0,100,0
Khalid Taha,165,61,175,Orthodox,"Feb 15, 1992",2.86,35,4.26,43,0,0,61,0.3
Mairbek Taisumov,175,70,185,Orthodox,"Aug 08, 1988",2.98,39,3.03,64,1.34,63,88,0
Nordine Taleb,185,77,188,Orthodox,"Jun 10, 1981",3.66,51,2.62,66,1.94,76,73,0
Akitoshi Tamura,175,61,178,Orthodox,"May 31, 1980",3.73,43,1.94,78,0,0,20,1
Michinori Tanaka,165,61,170,Orthodox,"Oct 04, 1990",1.97,37,1.99,50,2.4,38,43,0.2
Issei Tamura,165,61,160,Orthodox,"Mar 12, 1984",1.89,53,4.58,44,0.92,25,33,0
Evan Tanner,183,84,188,Orthodox,"Feb 11, 1971",3.05,59,2.64,56,2.55,43,25,1.3
Deividas Taurosevicius,175,66,173,Southpaw,"Aug 28, 1977",2.13,43,1.82,59,2,28,50,0.3
Manny Tapia,165,61,170,Orthodox,"Mar 14, 1981",2.69,21,4.74,58,0.49,40,66,0.2
Miesha Tate,168,61,168,Orthodox,"Aug 18, 1986",1.93,41,2.71,50,2.06,31,52,1.6
Thiago Tavares,170,66,178,Orthodox,"Nov 08, 1984",2,40,2.31,62,3.83,42,62,1.5
Paul Taylor,183,70,183,Orthodox,"Dec 15, 1979",4.44,47,4.47,55,0.27,25,56,0.5
Brad Tavares,185,84,188,Orthodox,"Dec 21, 1987",3.04,41,2.73,56,0.97,27,79,0
Jesse Taylor,183,77,185,Orthodox,"Jan 02, 1983",1.94,65,0.55,38,7.28,50,100,3.1
Danielle Taylor,152,52,152,Orthodox,"Oct 25, 1989",2.75,29,3.31,71,0.2,20,70,0.2
James Te Huna,188,84,190,Orthodox,"Sep 29, 1981",4.04,51,2.99,62,2.75,37,58,0.2
Taneisha Tennant,170,66,178,Orthodox,"Jun 15, 1989",5.67,55,3.4,71,0,0,100,0
Glover Teixeira,188,93,193,Orthodox,"Oct 28, 1979",3.75,47,3.84,54,2.04,40,60,1
Daniel Teymur,165,66,175,Orthodox,"Feb 03, 1988",3.08,46,3.93,56,0.56,18,60,0.3
David Teymur,175,70,185,Southpaw,"May 01, 1989",4.69,43,3.53,55,0.94,33,77,0
Brandon Thatch,188,77,188,Switch,"Jul 11, 1985",2.7,42,3.63,52,1.36,66,50,0.7
Elias Theodorou,185,84,190,Orthodox,"May 31, 1988",4.19,42,2.39,53,1.27,28,59,0
Paulo Thiago,180,77,188,Orthodox,"Jan 25, 1981",1.71,39,1.99,63,1.42,31,63,1.2
Nick Thompson,185,77,188,Orthodox,"Jun 23, 1981",1.87,42,1.8,49,1.06,100,35,2.6
Josh Thomson,178,70,180,Orthodox,"Sep 21, 1978",2.59,47,2.12,64,1.92,39,54,1.3
Stephen Thompson,183,77,190,Orthodox,"Feb 11, 1983",4.24,43,2.8,58,0.32,45,78,0
Simeon Thoresen,185,77,201,Orthodox,"Mar 14, 1984",3.85,43,3.85,64,1.12,40,50,1.7
Gleison Tibau,178,70,180,Southpaw,"Oct 07, 1983",1.95,31,2.51,63,4.08,53,92,0.8
Darren Till,183,84,188,Southpaw,"Dec 24, 1992",2.27,46,2.99,58,0.54,41,82,0
Dusko Todorovic,185,84,188,Orthodox,"May 19, 1994",7.45,62,5.42,46,0.53,6,100,0
Tyler Toner,173,66,178,Orthodox,"Mar 31, 1983",2.95,52,2.13,62,0,0,54,0.4
Kazuki Tokudome,180,70,185,Southpaw,"Mar 04, 1987",2.26,41,3.63,53,2,38,78,0
Ilia Topuria,170,66,175,Orthodox,"Jan 21, 1997",2.5,45,1.87,68,4.25,55,100,4.2
Miguel Torres,175,61,193,Orthodox,"Jan 18, 1981",3.98,43,1.86,74,0,0,17,1.6
Jose Torres,163,57,165,Orthodox,"Aug 02, 1992",4.37,36,9.84,50,1.28,33,75,0
Tecia Torres,155,52,152,Orthodox,"Aug 16, 1989",4.3,47,3.37,62,0.68,15,56,0.1
Desmond Torres,168,61,175,Orthodox,"Jan 06, 1997",4.8,64,11.78,48,0,0,100,0
